iata,longitude,latitude,iso,name,continent,type,size,timezone,icao,city,country,city,country
NCY,6.100833,45.930557,FR,Meythet,EU,airport,medium,1,LFLP,Annecy,France,Annecy,Frankreich
GNB,5.332019,45.359833,FR,Saint Geoirs,EU,airport,medium,1,LFLS,Grenoble,France,Grenoble,Frankreich
MCU,2.6,46.35,FR,Domerat,EU,airport,medium,1,LFLT,Montlucon,France,Montlucon,Frankreich
VAF,4.970278,44.920277,FR,Chabeuil,EU,airport,medium,1,LFLU,Valence,France,Wertigkeit,Frankreich
VHY,3.409722,46.165558,FR,Charmeil,EU,airport,medium,1,LFLV,Vichy,France,Vichy,Frankreich
AUR,2.418056,44.8975,FR,Aurillac,EU,airport,medium,1,LFLW,Aurillac,France,Aurillac,Frankreich
CHR,1.728128,46.861954,FR,Deols,EU,airport,medium,1,LFLX,Chateauroux,France,Chateauroux,Frankreich
LYN,4.943333,45.73083,FR,Bron,EU,airport,medium,1,LFLY,Lyon,France,Lyon,Frankreich
CEQ,6.954167,43.54639,FR,Mandelieu,EU,airport,medium,1,LFMD,Cannes,France,Cannes,Frankreich
EBU,4.296944,45.54139,FR,Boutheon,EU,airport,medium,1,LFMH,St-Etienne,France,St-Etienne,Frankreich
CCF,2.316667,43.216667,FR,Salvaza,EU,airport,medium,1,LFMK,Carcassonne,France,Carcassonne,Frankreich
MRS,5.222137,43.44178,FR,Provence,EU,airport,large,1,LFML,Marseille,France,Marseille,Frankreich
NCE,7.205232,43.66049,FR,Cote D\\\\'Azur,EU,airport,large,1,LFMN,Nice,France,Nizza,Frankreich
PGF,2.868183,42.741016,FR,Rivesaltes,EU,airport,medium,1,LFMP,Perpignan,France,Perpignan,Frankreich
CTT,5.783333,43.25,FR,Le Castellet,EU,airport,medium,1,LFMQ,Le Castellet,France,Le Castellet,Frankreich
MPL,3.959174,43.57843,FR,Mediterranee,EU,airport,medium,1,LFMT,Montpellier,France,Montpellier,Frankreich
BZR,3.354444,43.324165,FR,Vias,EU,airport,medium,1,LFMU,Beziers,France,Beziers,Frankreich
AVN,4.9,43.9,FR,Caumont,EU,airport,medium,1,LFMV,Avignon,France,Avignon,Frankreich
MEN,3.533333,44.5,FR,Brenoux,EU,airport,medium,1,LFNB,Mende,France,Mende,Frankreich
BVA,2.110815,49.459488,FR,Tille,EU,airport,medium,1,LFOB,Beauvais,France,Beauvais,Frankreich
LEH,0.088611,49.53889,FR,Octeville,EU,airport,medium,1,LFOH,Le Havre,France,Le Havre,Frankreich
ORE,1.9,47.916668,FR,Bricy,EU,airport,medium,1,LFOJ,Orleans,France,Orleans,Frankreich
XCR,4.201111,48.767776,FR,Vatry,EU,airport,medium,1,LFOK,Chalons,France,Chalons,Frankreich
URO,1.1875,49.38861,FR,Vallee De Seine,EU,airport,medium,1,LFOP,Rouen,France,Rouen,Frankreich
TUF,0.726584,47.432236,FR,Val De Loire,EU,airport,large,1,LFOT,Tours,France,Tours,Frankreich
CET,-0.866667,47.066666,FR,Le Pontreau,EU,airport,medium,1,LFOU,Cholet,France,Cholet,Frankreich
LVA,-0.766667,48.066666,FR,Entrammes,EU,airport,medium,1,LFOV,Laval,France,Laval,Frankreich
LBG,2.4425,48.971943,FR,Le Bourget,EU,airport,medium,1,LFPB,Paris,France,Paris,Frankreich
CSF,2.483333,49.25,FR,Creil,EU,airport,medium,1,LFPC,Creil,France,Creil,Frankreich
CDG,2.567023,49.003197,FR,Charles De Gaulle,EU,airport,large,1,LFPG,Paris,France,Paris,Frankreich
TNF,2.113056,48.75083,FR,Toussus Le Noble,EU,airport,medium,1,LFPN,Toussous-le-noble,France,Toussous-le-noble,Frankreich
ORY,2.3597,48.728283,FR,Orly,EU,airport,large,1,LFPO,Paris,France,Paris,Frankreich
POX,2.1,49.05,FR,Cormeilles En Vexin,EU,airport,medium,1,LFPT,Pontoise,France,Pontoise,Frankreich
QYR,,,FR,Barberey,EU,airport,medium,1,LFQB,Troyes,France,Troyes,Frankreich
NVS,3.15,47,FR,Fourchambault,EU,airport,medium,1,LFQG,Nevers,France,Nevers,Frankreich
LIL,3.106067,50.57205,FR,Lesquin,EU,airport,medium,1,LFQQ,Lille,France,Lille,Frankreich
BES,-4.415827,48.445374,FR,Guipavas,EU,airport,medium,1,LFRB,Brest,France,Brest,Frankreich
CER,-1.465278,49.65111,FR,Maupertus,EU,airport,medium,1,LFRC,Cherbourg,France,Cherbourg,Frankreich
DNR,-2.083611,48.587776,FR,Pleurtuit,EU,airport,medium,1,LFRD,Dinard,France,Dinard,Frankreich
GFR,-1.566667,48.88333,FR,Granville,EU,airport,medium,1,LFRF,Granville,France,Granville,Frankreich
DOL,0.164167,49.362778,FR,St Gatien,EU,airport,medium,1,LFRG,Deauville,France,Deauville,Frankreich
LRT,-3.436394,47.75374,FR,Lann Bihoue,EU,airport,medium,1,LFRH,Lorient,France,Lorient,Frankreich
EDM,-1.383333,46.7,FR,Les Ajoncs,EU,airport,medium,1,LFRI,La Roche-sur-yon,France,La Roche-sur-Yon,Frankreich
CFR,-0.459276,49.183437,FR,Carpiquet,EU,airport,medium,1,LFRK,Caen,France,Caen,Frankreich
LME,1.25,48,FR,Arnage,EU,airport,medium,1,LFRM,Le Mans,France,Le Mans,Frankreich
RNS,-1.726249,48.068066,FR,St Jacques,EU,airport,medium,1,LFRN,Rennes,France,Rennes,Frankreich
LAI,-3.481944,48.754166,FR,Lannion,EU,airport,medium,1,LFRO,Lannion,France,Lannion,Frankreich
UIP,-4.170833,47.974445,FR,Pluguffan,EU,airport,medium,1,LFRQ,Quimper,France,Quimper,Frankreich
NTE,-1.601402,47.157623,FR,Nantes Atlantique,EU,airport,medium,1,LFRS,Nantes,France,Nantes,Frankreich
SBK,-2.808889,48.513058,FR,Armor,EU,airport,medium,1,LFRT,St.-brieuc Armor,France,St. Brieuc Rüstung,Frankreich
MXN,-3.816667,48.6,FR,Ploujean,EU,airport,medium,1,LFRU,Morlaix,France,Morlaix,Frankreich
VNE,-2.766667,47.65,FR,Meucon,EU,airport,medium,1,LFRV,Vannes,France,Vannes,Frankreich
SNR,-2.153864,47.312046,FR,Montoir,EU,airport,medium,1,LFRZ,St.-nazaire,France,St.-Nazaire,Frankreich
DIJ,5.088889,47.270832,FR,Longvic,EU,airport,medium,1,LFSD,Dijon,France,Dijon,Frankreich
MZM,6.134444,49.0725,FR,Frescaty,EU,airport,medium,1,LFSF,Metz,France,Metz,Frankreich
EPL,6.069444,48.325832,FR,Mirecourt,EU,airport,medium,1,LFSG,Epinal,France,Epinal,Frankreich
ENC,6.231667,48.691666,FR,Essey,EU,airport,medium,1,LFSN,Nancy,France,Nancy,Frankreich
RHE,4.050556,49.310833,FR,Champagne,EU,airport,medium,1,LFSR,Reims,France,Reims,Frankreich
SXB,7.627674,48.544876,FR,Entzheim,EU,airport,medium,1,LFST,Strasbourg,France,Strassburg,Frankreich
FNI,4.416667,43.75,FR,Garons,EU,airport,medium,1,LFTW,Nimes,France,Nimes,Frankreich
MQC,-56.333332,47.05,PM,Miquelon,NA,airport,medium,-4,LFVM,Miquelon,Saint Pierre and Miquelon,Miquelon,St. Pierre und Miquelon
FSP,-56.166668,46.916668,PM,St Pierre,NA,airport,medium,-4,LFVP,St.-pierre,Saint Pierre and Miquelon,St.-pierre,St. Pierre und Miquelon
PYR,21.466667,37.683334,GR,Andravida,EU,airport,medium,2,LGAD,Andravida,Greece,Andravida,Griechenland
AGQ,21.351944,38.604168,GR,Agrinion,EU,airport,small,2,LGAG,Agrinion,Greece,Agrinion,Griechenland
AXD,25.944893,40.856785,GR,Dimokritos,EU,airport,medium,2,LGAL,Alexandroupolis,Greece,Alexandroupolis,Griechenland
VOL,22.93111,39.38333,GR,Nea Anchialos,EU,airport,medium,2,LGBL,Nea Anghialos,Greece,Nea Anghialos,Griechenland
JKH,26.142336,38.345795,GR,Chios,EU,airport,medium,2,LGHI,Chios,Greece,Chios,Griechenland
IOA,20.825832,39.696667,GR,Ioannina,EU,airport,medium,2,LGIO,Ioannina,Greece,Ioannina,Griechenland
HER,25.174192,35.33663,GR,Nikos Kazantzakis,EU,airport,large,2,LGIR,Heraklion,Greece,Heraklion,Griechenland
KSO,21.273333,40.450832,GR,Aristotelis,EU,airport,medium,2,LGKA,Kastoria,Greece,Kastoria,Griechenland
KIT,23.025,36.291668,GR,Kithira,EU,airport,medium,2,LGKC,Kithira,Greece,Kithira,Griechenland
EFL,20.505556,38.118057,GR,Kefallinia,EU,airport,medium,2,LGKF,Keffallinia,Greece,Keffallinia,Griechenland
KLX,22.027779,37.069443,GR,Kalamata,EU,airport,medium,2,LGKL,Kalamata,Greece,Kalamata,Griechenland
KGS,27.095278,36.793056,GR,Kos,EU,airport,medium,2,LGKO,Kos,Greece,Kos,Griechenland
AOK,27.146729,35.420685,GR,Karpathos,EU,airport,medium,2,LGKP,Karpathos,Greece,Karpathos,Griechenland
CFU,19.914644,39.60784,GR,Ioannis Kapodistrias Intl,EU,airport,medium,2,LGKR,Kerkyra/corfu,Greece,Kerkyra / Korfu,Griechenland
KSJ,26.916668,35.42139,GR,Kasos,EU,airport,small,2,LGKS,Kasos,Greece,Kasos,Griechenland
KVA,24.619675,40.912994,GR,Megas Alexandros Intl,EU,airport,medium,2,LGKV,Kavala,Greece,Kavala,Griechenland
KZI,21.841944,40.288612,GR,Filippos,EU,airport,medium,2,LGKZ,Kozani,Greece,Kozani,Griechenland
LRS,26.783333,37.516666,GR,Leros,EU,airport,small,2,LGLE,Leros,Greece,Leros,Griechenland
LXS,25.233446,39.923904,GR,Limnos,EU,airport,medium,2,LGLM,Limnos,Greece,Limnos,Griechenland
LRA,22.463888,39.65111,GR,Larisa,EU,airport,medium,2,LGLR,Larissa,Greece,Larissa,Griechenland
JMK,25.344444,37.43611,GR,Mikonos,EU,airport,medium,2,LGMK,Mykonos,Greece,Mykonos,Griechenland
MJT,26.599443,39.05611,GR,Mitilini,EU,airport,medium,2,LGMT,Mytilini,Greece,Mytilini,Griechenland
PVK,20.765833,38.926388,GR,Aktio,EU,airport,medium,2,LGPZ,Preveza,Greece,Preveza,Griechenland
RHO,28.090677,36.401867,GR,Rhodes Diagoras,EU,airport,medium,2,LGRP,Rhodos,Greece,Rhodos,Griechenland
GPA,21.733334,38.25,GR,Araxos,EU,airport,medium,2,LGRX,Patras,Greece,Patras,Griechenland
CHQ,24.140373,35.5402,GR,Souda,EU,airport,medium,2,LGSA,Chania,Greece,Chania,Griechenland
JSI,23.505556,39.180557,GR,Alexandros Papadiamantis,EU,airport,medium,2,LGSK,Skiathos,Greece,Skiathos,Griechenland
SMI,26.914417,37.69145,GR,Samos,EU,airport,medium,2,LGSM,Samos,Greece,Samos,Griechenland
JTR,25.475983,36.404263,GR,Santorini,EU,airport,medium,2,LGSR,Thira,Greece,Thira,Griechenland
JSH,26.116667,35.216667,GR,Sitia,EU,airport,medium,2,LGST,Sitia,Greece,Sitia,Griechenland
SKU,24.566668,38.916668,GR,Skiros,EU,airport,medium,2,LGSY,Skiros,Greece,Skiros,Griechenland
SKG,22.972221,40.520832,GR,Makedonia,EU,airport,large,2,LGTS,Thessaloniki,Greece,Thessaloniki,Griechenland
ZTH,20.88471,37.753506,GR,Dionysios Solomos,EU,airport,medium,2,LGZA,Zakynthos,Greece,Zakynthos,Griechenland
BUD,19.261621,47.433037,HU,Ferihegy,EU,airport,large,1,LHBP,Budapest,Hungary,Budapest,Ungarn
DEB,21.7,47.55,HU,Debrecen,EU,airport,medium,1,LHDC,Debrecen,Hungary,Debrecen,Ungarn
CRV,17.080778,38.996304,IT,Crotone,EU,airport,medium,1,LIBC,Crotone,Italy,Crotone,Italien
BRI,16.76391,41.13388,IT,Bari,EU,airport,large,1,LIBD,Bari,Italy,Bari,Italien
FOG,15.544367,41.43399,IT,Gino Lisa,EU,airport,medium,1,LIBF,Foggia,Italy,Foggia,Italien
TAR,17.401943,40.517776,IT,Grottaglie,EU,airport,medium,1,LIBG,Grottaglie,Italy,Grottaglie,Italien
LCC,18.133333,40.24278,IT,Lecce,EU,airport,medium,1,LIBN,Lecce,Italy,Lecce,Italien
PSR,14.187222,42.43722,IT,Pescara,EU,airport,medium,1,LIBP,Pescara,Italy,Pescara,Italien
BDS,17.939053,40.657993,IT,Casale,EU,airport,medium,1,LIBR,Brindisi,Italy,Brindisi,Italien
SUF,16.244972,38.910015,IT,Lamezia Terme,EU,airport,medium,1,LICA,Lamezia,Italy,Lamezia,Italien
CTA,15.065877,37.47066,IT,Catania Fontanarossa,EU,airport,large,1,LICC,Catania,Italy,Catania,Italien
LMP,12.616667,35.5,IT,Lampedusa,EU,airport,medium,1,LICD,Lampedusa,Italy,Lampedusa,Italien
PNL,11.966111,36.81361,IT,Pantelleria,EU,airport,medium,1,LICG,Pantelleria,Italy,Pantelleria,Italien
PMO,13.104779,38.186523,IT,Palermo,EU,airport,large,1,LICJ,Palermo,Italy,Palermo,Italien
REG,15.650833,38.07528,IT,Reggio Calabria,EU,airport,medium,1,LICR,Reggio Calabria,Italy,Reggio Calabria,Italien
TPS,12.495865,37.901386,IT,Trapani Birgi,EU,airport,medium,1,LICT,Trapani,Italy,Trapani,Italien
NSY,14.933333,37.4,IT,Sigonella,EU,airport,medium,1,LICZ,Sigonella,Italy,Sigonella,Italien
AHO,8.295891,40.630405,IT,Alghero,EU,airport,medium,1,LIEA,Alghero,Italy,Alghero,Italien
DCI,8.966667,39.35,IT,Decimomannu,EU,airport,medium,1,LIED,Decimomannu,Italy,Decimomannu,Italien
CAG,9.060673,39.254333,IT,Elmas,EU,airport,large,1,LIEE,Cagliari,Italy,Cagliari,Italien
OLB,9.514823,40.903145,IT,Olbia Costa Smeralda,EU,airport,medium,1,LIEO,Olbia,Italy,Olbia,Italien
TTB,9.683333,39.916668,IT,Tortoli,EU,airport,medium,1,LIET,Tortoli,Italy,Tortoli,Italien
MXP,8.71237,45.627403,IT,Malpensa,EU,airport,large,1,LIMC,Milano,Italy,Milano,Italien
BGY,9.698713,45.665314,IT,Bergamo Orio Al Serio,EU,airport,large,1,LIME,Bergamo,Italy,Bergamo,Italien
TRN,7.643049,45.191456,IT,Torino,EU,airport,large,1,LIMF,Torino,Italy,Torino,Italien
ALL,8.216667,44.05,IT,Albenga,EU,airport,medium,1,LIMG,Albenga,Italy,Albenga,Italien
GOA,8.85081,44.415066,IT,Genova Sestri,EU,airport,large,1,LIMJ,Genoa,Italy,Genua,Italien
LIN,9.279157,45.460957,IT,Linate,EU,airport,large,1,LIML,Milan,Italy,Mailand,Italien
PMF,10.295278,44.822224,IT,Parma,EU,airport,medium,1,LIMP,Parma,Italy,Parma,Italien
QPZ,,,IT,Piacenza,EU,airport,medium,1,LIMS,Piacenza,Italy,Piacenza,Italien
CUF,7.6175,44.53528,IT,Levaldigi,EU,airport,medium,1,LIMZ,Cuneo,Italy,Cuneo,Italien
AVB,12.6,46.033333,IT,Aviano Ab,EU,airport,medium,1,LIPA,Aviano,Italy,Aviano,Italien
BZO,11.330511,46.462444,IT,Bolzano,EU,airport,medium,1,LIPB,Bolzano,Italy,Bozen,Italien
BLQ,11.293289,44.529266,IT,Bologna,EU,airport,large,1,LIPE,Bologna,Italy,Bologna,Italien
TSF,12.204444,45.655113,IT,Treviso,EU,airport,large,1,LIPH,Treviso,Italy,Treviso,Italien
FRL,12.07076,44.19857,IT,Forli,EU,airport,medium,1,LIPK,Forli,Italy,Forli,Italien
VBS,10.326545,45.425446,IT,Montichiari,EU,airport,medium,1,LIPO,Brescia,Italy,Brescia,Italien
TRS,13.485678,45.82078,IT,Ronchi Dei Legionari,EU,airport,medium,1,LIPQ,Ronchi De Legionari,Italy,Ronchi De Legionari,Italien
RMI,12.619594,44.022953,IT,Rimini,EU,airport,medium,1,LIPR,Rimini,Italy,Rimini,Italien
VIC,11.55,45.55,IT,Vicenza,EU,airport,medium,1,LIPT,Vicenza,Italy,Vicenza,Italien
QPA,,,IT,Padova,EU,airport,medium,1,LIPU,Padova,Italy,Padova,Italien
VRN,10.906796,45.40233,IT,Villafranca,EU,airport,large,1,LIPX,Villafranca,Italy,Villafranca,Italien
VCE,12.337947,45.502285,IT,Venezia Tessera,EU,airport,large,1,LIPZ,Venice,Italy,Venedig,Italien
SAY,11.25,43.25,IT,Ampugnano,EU,airport,medium,1,LIQS,Siena,Italy,Siena,Italien
CIA,12.590987,41.799065,IT,Ciampino,EU,airport,large,1,LIRA,Rome,Italy,Rom,Italien
FCO,12.250346,41.794594,IT,Fiumicino,EU,airport,large,1,LIRF,Rome,Italy,Rom,Italien
EBA,10.240409,42.763103,IT,Marina Di Campo,EU,airport,medium,1,LIRJ,Marina Di Campo,Italy,Marina Di Campo,Italien
QLT,,,IT,Latina,EU,airport,medium,1,LIRL,Latina,Italy,Latina,Italien
NAP,14.291667,40.886112,IT,Capodichino,EU,airport,large,1,LIRN,Naples,Italy,Neapel,Italien
PSA,10.399915,43.69871,IT,Pisa,EU,airport,large,1,LIRP,Pisa,Italy,Pisa,Italien
FLR,11.201989,43.802128,IT,Firenze,EU,airport,medium,1,LIRQ,Florence,Italy,Florenz,Italien
GRS,11.070556,42.761944,IT,Grosseto,EU,airport,medium,1,LIRS,Grosseto,Italy,Grosseto,Italien
PEG,12.366667,43.13333,IT,Perugia,EU,airport,medium,1,LIRZ,Perugia,Italy,Perugia,Italien
LJU,14.454972,46.23102,SI,Ljubljana,EU,airport,large,1,LJLJ,Ljubljana,Slovenia,Ljubljana,Slowenien
MBX,15.686741,46.4785,SI,Maribor,EU,airport,medium,1,LJMB,Maribor,Slovenia,Maribor,Slowenien
POW,13.583333,45.516666,SI,Portoroz,EU,airport,medium,1,LJPZ,Portoroz,Slovenia,Portoroz,Slowenien
KLV,12.916667,50.2,CZ,Karlovy Vary,EU,airport,medium,1,LKKV,Karlovy Vary,Czech Republic,Karlsbad,Tschechische Republik
OSR,18.121284,49.69552,CZ,Mosnov,EU,airport,medium,1,LKMT,Ostrava,Czech Republic,Ostrava,Tschechische Republik
PED,15.738611,50.013332,CZ,Pardubice,EU,airport,medium,1,LKPD,Pardubice,Czech Republic,Pardubice,Tschechische Republik
PRV,17.208332,49.59028,CZ,Prerov,EU,airport,medium,1,LKPO,Prerov,Czech Republic,Prerov,Tschechische Republik
PRG,14.266638,50.10619,CZ,Ruzyne,EU,airport,large,1,LKPR,Prague,Czech Republic,Prag,Tschechische Republik
BRQ,16.7,49.15,CZ,Turany,EU,airport,medium,1,LKTB,Brno,Czech Republic,Brno,Tschechische Republik
TLV,34.870743,32.000454,IL,Ben Gurion,AS,airport,large,2,LLBG,Tel-aviv,Israel,Tel-Aviv,Israel
BEV,34.8,31.25,IL,Teyman,AS,airport,small,2,LLBS,Beer-sheba,Israel,Beerscheba,Israel
ETH,34.95357,29.555616,IL,Eilat,AS,airport,medium,2,LLET,Elat,Israel,Elat,Israel
HFA,35.044594,32.811466,IL,Haifa,AS,airport,medium,2,LLHA,Haifa,Israel,Haifa,Israel
RPN,35.57111,32.981667,IL,Mahanaim I Ben Yaakov,AS,airport,medium,2,LLIB,Rosh Pina,Israel,Rosh Pina,Israel
VDA,34.9339,29.952015,IL,Ovda,AS,airport,large,2,LLOV,Ovda,Israel,Ovda,Israel
SDV,34.787857,32.104885,IL,Sde Dov,AS,airport,medium,2,LLSD,Tel-aviv,Israel,Tel-Aviv,Israel
MLA,14.495401,35.849777,MT,Luqa,EU,airport,large,1,LMML,Malta,Malta,Malta,Malta
GRZ,15.444928,46.994125,AT,Graz,EU,airport,medium,1,LOWG,Graz,Austria,Graz,Österreich
INN,,,GL,Innsbruck,NA,heliport,null,1,LOWI,Innsbruck,Austria,Innsbruck,Österreich
LNZ,14.193345,48.23987,AT,Linz,EU,airport,medium,1,LOWL,Linz,Austria,Linz,Österreich
SZG,12.997331,47.791225,AT,Salzburg,EU,airport,medium,1,LOWS,Salzburg,Austria,Salzburg,Österreich
VIE,16.563583,48.11972,AT,Schwechat,EU,airport,large,1,LOWW,Vienna,Austria,Wien,Österreich
SMA,-25.1,36.966667,PT,Santa Maria,EU,airport,medium,-1,LPAZ,Santa Maria (island),Portugal,Santa Maria (Insel),Portugal
BGC,-6.75,41.816666,PT,Braganca,EU,airport,medium,0,LPBG,Braganca,Portugal,Braganca,Portugal
FLW,-31.15,39.466667,PT,Flores,EU,airport,medium,-1,LPFL,Flores,Portugal,Flores,Portugal
FAO,-7.968545,37.020645,PT,Faro,EU,airport,large,0,LPFR,Faro,Portugal,Faro,Portugal
GRW,-28.027958,39.090954,PT,Graciosa,EU,airport,medium,-1,LPGR,Graciosa Island,Portugal,Graciosa Island,Portugal
HOR,-28.717222,38.52,PT,Horta,EU,airport,medium,-1,LPHR,Horta,Portugal,Horta,Portugal
TER,-27.08757,38.754074,PT,Lajes,EU,airport,large,-1,LPLA,Lajes (terceira Island),Portugal,Lajes (Terceira Island),Portugal
PDL,-25.696468,37.743847,PT,Ponta Delgada,EU,airport,large,-1,LPPD,Ponta Delgada,Portugal,Ponta Delgada,Portugal
PIX,-28.3,38.466667,PT,Pico,EU,airport,medium,-1,LPPI,Pico,Portugal,Pico,Portugal
OPO,-8.670272,41.237774,PT,Porto,EU,airport,large,0,LPPR,Porto,Portugal,Porto,Portugal
PXO,-16.345015,33.070023,PT,Porto Santo,EU,airport,medium,0,LPPS,Porto Santo,Portugal,Porto Santo,Portugal
LIS,-9.128165,38.770042,PT,Lisboa,EU,airport,large,0,LPPT,Lisbon,Portugal,Lissabon,Portugal
SJZ,-28.16843,38.664616,PT,Sao Jorge,EU,airport,medium,-1,LPSJ,Sao Jorge Island,Portugal,Sao Jorge Island,Portugal
VRL,-7.75,41.3,PT,Vila Real,EU,airport,medium,0,LPVR,Vila Real,Portugal,Vila Real,Portugal
OMO,17.846666,43.285557,BA,Mostar,EU,airport,medium,1,LQMO,Mostar,Bosnia and Herzegovina,Mostar,Bosnien und Herzegowina
SJJ,18.336065,43.826687,BA,Sarajevo,EU,airport,large,1,LQSA,Sarajevo,Bosnia and Herzegovina,Sarajevo,Bosnien und Herzegowina
ARW,21.266666,46.183334,RO,Arad,EU,airport,medium,2,LRAR,Arad,Romania,Arad,Rumänien
BCM,26.881945,46.59861,RO,Bacau,EU,airport,medium,2,LRBC,Bacau,Romania,Bacau,Rumänien
BAY,23.466667,47.65,RO,Tautii Magheraus,EU,airport,medium,2,LRBM,Baia Mare,Romania,Baia Mare,Rumänien
BBU,26.080996,44.495934,RO,Aurel Vlaicu,EU,airport,medium,2,LRBS,Bucharest,Romania,Bukarest,Rumänien
CND,28.483334,44.35,RO,Mihail Kogalniceanu,EU,airport,medium,2,LRCK,Constanta,Romania,Constanta,Rumänien
CLJ,23.687014,46.782063,RO,Cluj Napoca,EU,airport,medium,2,LRCL,Cluj-napoca,Romania,Klausenburg,Rumänien
CSB,22.216667,45.416668,RO,Caransebes,EU,airport,medium,2,LRCS,Caransebes,Romania,Caransebes,Rumänien
CRA,23.886389,44.31889,RO,Craiova,EU,airport,medium,2,LRCV,Craiova,Romania,Craiova,Rumänien
IAS,27.616993,47.176987,RO,Iasi,EU,airport,medium,2,LRIA,Iasi,Romania,Iasi,Rumänien
OMR,21.903055,47.0275,RO,Oradea,EU,airport,medium,2,LROD,Oradea,Romania,Oradea,Rumänien
OTP,26.077063,44.571156,RO,Henri Coanda,EU,airport,large,2,LROP,Bucharest,Romania,Bukarest,Rumänien
SBZ,24.093529,45.789757,RO,Sibiu,EU,airport,medium,2,LRSB,Sibiu,Romania,Sibiu,Rumänien
SUJ,22.883333,47.7,RO,Satu Mare,EU,airport,medium,2,LRSM,Satu Mare,Romania,Satu Mare,Rumänien
SCV,26.356112,47.689445,RO,Stefan Cel Mare,EU,airport,medium,2,LRSV,Suceava,Romania,Suceava,Rumänien
TCE,28.816668,45.183334,RO,Cataloi,EU,airport,medium,2,LRTC,Tulcea,Romania,Tulcea,Rumänien
TGM,24.533333,46.533333,RO,Transilvania Targu Mures,EU,airport,medium,2,LRTM,Tirgu Mures,Romania,Tirgu Mures,Rumänien
TSR,21.32012,45.809925,RO,Traian Vuia,EU,airport,medium,2,LRTR,Timisoara,Romania,Timisoara,Rumänien
GVA,6.105774,46.229633,CH,Geneve Cointrin,EU,airport,large,1,LSGG,Geneva,Switzerland,Genf,Schweiz
SIR,7.333333,46.25,CH,Sion,EU,airport,medium,1,LSGS,Sion,Switzerland,Sion,Schweiz
LUG,8.966667,46.016666,CH,Lugano,EU,airport,medium,1,LSZA,Lugano,Switzerland,Lugano,Schweiz
BRN,7.50356,46.911728,CH,Bern Belp,EU,airport,medium,1,LSZB,Bern,Switzerland,Bern,Schweiz
ZRH,8.561746,47.450603,CH,Zurich,EU,airport,large,1,LSZH,Zurich,Switzerland,Zürich,Schweiz
ACH,9.566667,47.483334,CH,St Gallen Altenrhein,EU,airport,medium,1,LSZR,Altenrhein,Switzerland,Altenrhein,Schweiz
SMV,9.885556,46.53472,CH,Samedan,EU,airport,medium,1,LSZS,Samedan,Switzerland,Samedan,Schweiz
ESB,32.993145,40.11494,TR,Esenboga,AS,airport,large,2,LTAC,Ankara,Turkey,Ankara,Türkei
ANK,32.833332,39.983334,TR,Etimesgut,AS,airport,medium,2,LTAD,Ankara,Turkey,Ankara,Türkei
ADA,35.29736,36.98503,TR,Adana,AS,airport,large,2,LTAF,Adana,Turkey,Adana,Türkei
AFY,30.6,38.733334,TR,Afyon,AS,airport,medium,2,LTAH,Afyon,Turkey,Afyon,Türkei
AYT,30.80135,36.89928,TR,Antalya,AS,airport,large,2,LTAI,Antalya,Turkey,Antalya,Türkei
GZT,37.473747,36.944935,TR,Oguzeli,AS,airport,large,2,LTAJ,Gaziantep,Turkey,Gaziantep,Türkei
KYA,32.56222,37.979168,TR,Konya,AS,airport,medium,2,LTAN,Konya,Turkey,Konya,Türkei
MZH,35.533333,40.88333,TR,Merzifon,AS,airport,medium,2,LTAP,Merzifon,Turkey,Merzifon,Türkei
VAS,36.904167,39.81389,TR,Sivas,AS,airport,medium,2,LTAR,Sivas,Turkey,Sivas,Türkei
MLX,38.253613,38.354443,TR,Erhac,AS,airport,medium,2,LTAT,Malatya,Turkey,Malatya,Türkei
ASR,35.490707,38.7742,TR,Erkilet,AS,airport,medium,2,LTAU,Kayseri,Turkey,Kayseri,Türkei
DNZ,29.703333,37.787224,TR,Cardak,AS,airport,medium,2,LTAY,Denizli,Turkey,Denizli,Türkei
IST,28.815277,40.976665,TR,Ataturk,EU,airport,large,2,LTBA,Istanbul,Turkey,Istanbul,Türkei
BZI,27.927778,39.61722,TR,Balikesir,AS,airport,medium,2,LTBF,Balikesir,Turkey,Balikesir,Türkei
BDM,27.977222,40.318333,TR,Bandirma,AS,airport,medium,2,LTBG,Bandirma,Turkey,Bandirma,Türkei
ESK,30.582111,39.784138,TR,Eskisehir,AS,airport,medium,2,LTBI,Eskisehir,Turkey,Eskisehir,Türkei
ADB,27.147594,38.294403,TR,Adnan Menderes,AS,airport,large,2,LTBJ,Izmir,Turkey,Izmir,Türkei
IGL,27.159445,38.31889,TR,Cigli,AS,airport,medium,2,LTBL,Izmir,Turkey,Izmir,Türkei
DLM,28.794546,36.717552,TR,Dalaman,AS,airport,large,2,LTBS,Dalaman,Turkey,Dalaman,Türkei
BXN,27.667221,37.134724,TR,Imsik,AS,airport,small,2,LTBV,Bodrum,Turkey,Bodrum,Türkei
EZS,39.291668,38.608334,TR,Elazig,AS,airport,medium,2,LTCA,Elazig,Turkey,Elazig,Türkei
DIY,40.20458,37.903873,TR,Diyarbakir,AS,airport,medium,2,LTCC,Diyabakir,Turkey,Diyarbakir,Türkei
ERC,39.516945,39.711666,TR,Erzincan,AS,airport,medium,2,LTCD,Erzincan,Turkey,Erzincan,Türkei
